time,source_ip,destination_ip,protocol,packet_size,source_port,destination_port,service
23:23:21,10.141.108.45,10.141.108.114,TCP,56,62715,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,88,62715,53,DNS
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,49667,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,49667,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,64290,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,64290,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,62715,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,62715,Unknown
23:23:21,104.16.118.55,10.141.108.45,TCP,54,443,61938,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,55,53,49667,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,55,53,64290,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,55,53,62715,Unknown
23:23:21,10.141.108.45,10.141.108.114,TCP,54,49667,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,62715,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,64290,53,DNS
23:23:21,23.155.96.128,10.141.108.45,TCP,58,443,51009,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,182,53,49667,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,117,53,64290,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,105,53,62715,Unknown
23:23:21,10.141.108.45,10.141.108.114,TCP,54,62715,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,64290,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,49667,53,DNS
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,62715,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,64290,Unknown
23:23:21,10.141.108.114,10.141.108.45,TCP,54,53,49667,Unknown
23:23:21,10.141.108.45,10.141.108.114,TCP,54,62715,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,64290,53,DNS
23:23:21,10.141.108.45,10.141.108.114,TCP,54,49667,53,DNS
23:23:22,23.155.96.128,10.141.108.45,TCP,58,443,57495,Unknown
23:23:22,23.155.96.128,10.141.108.45,TCP,58,443,57495,Unknown
23:23:22,23.155.96.128,10.141.108.45,TCP,97,443,57495,Unknown
23:23:22,23.155.96.128,10.141.108.45,TCP,1272,443,57495,Unknown
23:23:22,23.155.96.128,10.141.108.45,TCP,552,443,57495,Unknown
23:23:22,10.141.108.45,23.155.96.128,TCP,54,57495,443,HTTPS
23:23:22,10.141.108.45,23.155.96.128,TCP,89,57495,443,HTTPS
23:23:22,10.141.108.45,10.141.108.114,TCP,66,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,66,65033,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,66,65388,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,66,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,66,53,65033,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,66,53,65388,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65033,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65388,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,56,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,91,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,56,65388,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,91,65388,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,56,65033,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,91,65033,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65388,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65388,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65033,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65033,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,55,53,65033,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65033,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,55,53,65388,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,55,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,148,53,65033,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65033,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65033,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65033,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65388,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,162,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,124,53,65388,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65388,53,DNS
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,57034,Unknown
23:23:22,10.141.108.114,10.141.108.45,TCP,54,53,65388,Unknown
23:23:22,10.141.108.45,10.141.108.114,TCP,54,57034,53,DNS
23:23:22,10.141.108.45,10.141.108.114,TCP,54,65388,53,DNS
23:23:22,23.155.96.128,10.141.108.45,TCP,58,443,57495,Unknown
